catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 46771,* ksi Leo,142.98642072335,11.299821799159998,-101.446,-82.543,14.2602,0.1106,PM*,G9.5III,35.83,0.15,4.963,
HIP 26079,HD  37226,83.43484993925,-54.90229079441,65.337,9.945,18.8746,0.0169,PM*,F8V,38.125,0.0009,6.418,
HIP 50916,HD  90289,155.96096164303,-57.95393184716001,-22.67,-11.226,3.5678,0.0227,*,K4III,-16.42,0.2,6.325,
HIP 50536,HD  89455,154.82026494756,-12.52812262449,-12.56,-10.518,14.5715,0.3684,**,A8III,-10.8,1.0,6.027,
HIP 12305,HD  16350,39.61648215657,38.08914175175,8.773,-11.029,4.9208,0.0519,*,B9.5V,2.4,2.0,6.287,
HIP 45614,HD  80064,139.46398147869,11.50114515289,-14.301,-2.217,4.4734,0.0392,*,A2IV,-6.57,0.28,6.39,
HIP 36856,HD  61031,113.66491500419,-51.47451687918,-5.11,7.949,2.4551,0.0232,*,A1III/IV,25.95,0.43,6.28,
HIP 39617,HD  67243,121.43701943609,-33.569432468020004,-7.357,5.464,1.4274,0.0193,*,G1Ib,34.73,0.15,6.141,
HIP 88886,* 102 Her,272.1895496947258,20.81455682891472,-2.073,-6.513,2.8036,0.1463,*,B2IV,-14.9,0.6,4.347,
HIP 56657,*  23 Crt,174.25502011046,-32.98820650527001,-6.428,-78.058,14.7489,0.1313,PM*,F5V,13.7,1.4,6.318,
HIP 4317,HD   5316,13.81113867378,24.55706413543,24.736,-13.876,4.3336,0.0865,*,M4III,-11.6,0.31,6.24,
HIP 31603,HD  47475,99.21363783895,-41.55713860982,1.235,7.745,1.835,0.0171,*,K0II,15.77,0.17,6.338,
HIP 65639,*  69 Vir,201.86318348636,-15.97357933994,-121.566,20.435,12.0127,0.1197,PM*,K0III-IIIbCN1.5CH0.5,-12.5119,0.005011,4.75,
HIP 87928,HD 163071,269.42807022113993,-56.89625117945,-1.083,-11.797,2.6243,0.0432,*,B4III,-5.3,0.7,6.259,
HIP 68581,HD 122430,210.59492554609,-27.42977576416,-32.183,-4.637,6.6662,0.1937,*,K2/3III,-0.61,0.24,5.469,
HIP 83613,*  60 Her,256.34454343007,12.74082649393,49.982,-11.622,23.6844,0.1124,PM*,A3V,-4.2,2.0,4.871,
HIP 113116,HD 217382,343.60404479826,84.34617533776,98.346,24.049,8.7418,0.0818,PM*,K4III,2.55,0.2,4.684,
HIP 98194,HD 189178,299.30778169039,40.36782588208,6.799,0.142,2.8314,0.0704,SB*,B5V,-20.0,0.5,5.455,
HIP 22871,* eta Men,73.79667525834,-74.93685317136,27.434,61.285,4.9581,0.0665,PM*,K4III,25.8,2.0,5.449,
HIP 76259,*  36 Lib,233.65549239999,-28.047020260619995,10.755,-32.18,9.3849,0.6032,*,K2/3III,22.11,1.06,5.138,
HIP 42679,HD  74371,130.48712388091,-45.41071177768001,-5.788,4.487,0.599,0.0685,s*b,B6Iab/b,24.2,2.0,5.227,
HIP 51556,*  33 LMi,157.96406415373,32.37955702123,16.652,7.876,12.1011,0.0419,Em*,A0Va-,-15.89,0.28,5.905,
HIP 113421,HD 217107,344.56475374827994,-2.39538423188,-6.819,-15.04,49.7846,0.0263,**,G8IV-V,-13.148,0.0002,6.163,
HIP 48861,HD  86166,149.48686566257,45.41430313043999,5.03,-34.356,7.7425,0.0308,*,K0III,0.75,0.16,6.324,
HIP 113864,HD 218029,345.88701037189,67.20921066429,22.473,10.269,8.138,0.0601,*,K3III,-8.20626,0.004092,5.23,
HIP 86170,* Q Sco,264.13689643142993,-38.63524773571,-16.762,-218.275,20.6922,0.2161,PM*,G8/K0III/IV,-48.14,0.65,4.267,
HIP 20804,HD  28217,66.86987282863,11.21228039139,-1.56,-7.049,3.2523,0.4638,**,B8IV,23.0,8.4,5.87,
HIP 26300,V* TX Pic,84.01185796515,-47.31374624677001,-8.464,-8.073,5.7738,0.0195,RS*,K2III,16.94,0.57,6.1,
HIP 28910,* tet Lep,91.53884947064,-14.93525538716,-17.005,13.152,19.4991,0.117,*,A0V,28.03,0.55,4.663,
HIP 93815,* rho Tel,286.58315061308,-52.34091134968,32.209,-116.646,17.1476,0.0957,SB*,F6V,0.3,0.7,5.174,
HIP 11261,*  71 Cet,36.24328692181,-2.7800282404900005,3.555,-7.366,4.7875,0.1426,*,B9.5III/IV,18.5,3.2,6.335,
HIP 101768,HD 196629,309.38629060747,31.52191087781,-34.355,-31.511,19.9883,0.0196,*,F0V,1.1,1.8,6.496,
HIP 80375,V* DQ Dra,246.10557681989,55.20509631741,11.269,20.862,8.1506,0.0381,a2*,A2pSi,-5.07,0.16,5.734,
HIP 128,HD 224890,0.4144100765199999,73.61184646685,76.77,-12.116,14.3366,0.0244,SB*,kA1hA7mF0,-8.02,0.06,6.492,
HIP 33126,HD  50853,103.48105331617002,-24.538755759260003,-4.552,2.053,6.7993,0.0848,*,A0V,27.99,0.33,6.22,
HIP 42850,HD  75116,130.97636964224,-68.21158385691,1.359,25.545,3.5061,0.0178,*,K3(III),-16.33,0.15,6.31,
HIP 60813,V* FT Vir,186.9647808464,-4.615276770899999,-88.416,2.508,12.5178,0.0422,dS*,F5IVn,1.65,0.76,6.21,
HIP 105949,V* V426 Cep,321.85532025574,59.75007706489999,-22.153,-15.586,3.5358,0.0593,LP*,M3+IIIa,-20.34,0.18,6.129,
HIP 81966,HD 150576,251.16559671953,-53.15231617908,-10.724,-9.276,3.9484,0.1419,*,G8III,-13.14,2.29,5.967,
HIP 105143,*  30 Cap,319.48869364446,-17.9851386273,16.026,-0.967,4.277,0.1134,*,B5II/III,-11.1,0.9,5.383,
HIP 69862,HD 125406,214.4549967972,48.00200375162,-12.277,-38.151,13.2727,0.0184,*,F5,-15.45,0.21,6.316,
HIP 93175,HD 176301,284.68773103164995,19.79439378384,-1.987,-2.955,2.6577,0.0377,*,B7III-IV,-6.21,0.64,6.494,
HIP 42028,HD  72660,128.50672575998,-2.15155556468,-34.953,18.035,10.1869,0.0522,*,A0V,6.21,0.12,5.792,
HIP 110171,HD 211797,334.73419366803,37.76928676287,54.232,43.997,14.0144,0.0263,PM*,A9IIIp,7.4,2.0,6.179,
HIP 75043,HD 136729,230.02146378192,51.95851514652,10.756,11.418,15.207,0.0493,**,A2.5IVp,8.1,1.78,5.64,
HIP 66574,HD 118344,204.6904827761,-70.44483127577,-66.167,-32.342,6.9081,0.0272,PM*,K3III,2.28,0.16,6.097,
HIP 35712,HD  57608,110.5144945299,0.1771216663599999,2.231,-1.786,1.8329,0.0458,*,B9II-III,-0.48,0.65,5.971,
HIP 47627,HD  84224,145.67230053284,-35.50170945323,-20.078,7.427,2.727,0.0287,*,B9II,17.0,2.0,6.383,
HIP 23251,HD  33519,75.05515435393,-78.30002741176,-17.781,1.497,3.4534,0.0872,*,K5/M0III,-3.85,0.5,6.279,
HIP 108969,HD 209693,331.14382259994994,32.94174595646,5.547,-7.26,2.6562,0.0258,*,G5Ib-II,-22.07,0.13,6.37,
HIP 38827,* chi Car,119.19466705582,-52.98234546298,-31.368,23.452,5.6857,0.4961,bC*,B3IV,19.4,2.0,3.431,
HIP 111515,HD 213986,338.90156570726,-23.991094127990003,25.872,-6.434,11.0125,0.0315,RG*,K1III,-2.45,0.06,5.964,
HIP 81710,* eta01 TrA,250.34628230335,-68.29612193362,-14.268,-11.68,4.3534,0.0431,Be*,B7V,5.0,2.0,5.884,
HIP 6283,HD   8120,20.14405002699,-3.24699153478,-1.641,3.609,7.8761,0.0275,*,K0III,-2.60638,0.010998,6.246,
HIP 48682,*  31 UMa,148.92917414907,49.81984301326,-4.372,19.887,15.1011,0.0756,*,A3III,-21.97,0.28,5.269,
HIP 81659,HD 150483,250.21391608283,12.395041161499998,-31.847,-6.405,11.0228,0.0386,*,A3Vn,-31.65,0.32,6.061,
HIP 101268,HD 195690,307.90109890457,34.33037237404,-7.342,-53.036,22.0635,0.0167,PM*,F2,12.23,0.16,6.467,
HIP 671,HD    360,2.07305179489,-8.824111623329998,-34.16,-34.877,9.0115,0.0431,HB*,K1II,54.595,,5.98,
HIP 90759,HD 170384,277.762286529,-41.91383405052,-3.406,-31.578,14.2387,0.0341,*,A3V,-8.78,0.37,6.018,
HIP 76372,HD 139087,233.97236766058,11.26566124601,-34.634,-12.681,6.3071,0.2469,*,K0III:,-25.72,3.32,6.04,
HIP 26862,HD  38138,85.54824062293,-30.53543242761,-0.705,1.017,5.1324,0.1803,*,A0V,27.3,2.1,6.172,
HIP 103871,HD 200595,315.70258115694,45.84889104568,2.754,-3.144,2.4905,0.0703,**,B3Vn,-12.0,3.7,6.486,
HIP 36616,HD  59686,112.95168546233002,17.08604575659,39.385,-75.752,11.3298,0.0764,PM*,K2III,-33.55,0.18,5.442,
HIP 41224,HD  70647,126.17823414674,42.00523932624001,12.016,9.088,3.1911,0.0635,*,K5III,29.14,0.1,6.001,
HIP 23068,*  99 Tau,74.45269019554,23.94856851931,4.391,-15.012,5.5522,0.2509,SB*,K0III,3.9,2.0,5.806,
HIP 102805,*  15 Del,312.4073637672199,12.545127466049998,52.776,97.02,33.0028,0.0322,PM*,F5V,4.613,0.0008,5.991,
HIP 23092,HD  31739,74.54546618216,-2.2127356292800004,12.079,13.038,6.9385,0.0293,*,A1V,39.82,0.41,6.338,
HIP 96327,*  37 Aql,293.78024105841,-10.560442666599998,7.724,-2.801,7.1549,0.0867,*,G8.5IIIa,-30.027599,0.006389,5.12,
HIP 90337,HD 169820,276.48012548008,14.96623630437,-7.526,-19.729,7.9675,0.1309,**,B9V,-48.039398,0.242359,6.364,
HIP 34033,HD  52960,105.90863284214,10.95181764838,-2.326,-11.402,5.5106,0.1648,*,K3III,19.79,0.19,5.117,
HIP 96387,*  11 Cyg,293.95126806523,36.94454074271,4.001,-1.408,5.3123,0.0356,Be*,B8Vne,-15.0,4.3,6.034,
HIP 65522,*  67 Mus,201.45958819876,-70.62725255886,-55.129,1.026,7.9917,0.1172,SB*,ApHg(Mn),1.29,2.46,5.651,
HIP 35054,HD  56410,108.73813791076,-41.42639477364,3.627,9.296,5.6468,0.0481,*,B8pSi,24.4,1.8,5.942,
HIP 31733,HD  47420,99.58523082276,-2.54389572891,-15.524,6.924,4.6345,0.0363,*,K4III,26.0802,0.005775,6.116,
HIP 38031,V* QY Pup,116.91052598539,-15.99068922436,-2.017,3.596,0.3197,0.033,s*r,K1Ia-Iab,48.78,0.49,6.309,
HIP 3478,*  68 Cas,11.109131464189998,47.86398413428,-39.855,8.455,4.453,0.0783,Pu*,B5V,-66.0,1.1,5.648,
HIP 92382,* eta02 CrA,282.3958186932,-43.4340978241,-2.963,-25.374,4.25,0.1158,*,B9IV,-23.0,4.3,5.587,
HIP 81304,* H Sco,249.09363126313715,-35.25533141158,15.17,10.622,10.3453,0.1762,*,K5III,-2.1,0.7,4.156,
HIP 101808,HD 196385,309.46762111756,-25.10921599495,73.036,-16.412,20.9103,0.0239,PM*,A9V,-26.43,0.13,6.377,
HIP 11102,HD  14943,35.7278127758,-51.09212771103999,22.306,66.324,16.1769,0.025,**,A5V,4.7,2.0,5.898,
HIP 5586,* tau Psc,17.915071527890007,30.08963793472,73.384,-26.707,18.9653,0.1506,PM*,K0.5IIIb,29.19,0.16,4.511,
HIP 42483,* zet Pyx,129.92697514366,-29.561084594019995,-24.751,-91.427,13.863,0.0685,PM*,G6IIIbCN-0.5,-29.39,0.14,4.872,
HIP 115036,V* ET And,349.48338141197,45.48892204368,24.492,-11.022,5.537,0.0386,a2*,A0VpSiSr,12.68,2.19,6.479,
HIP 89726,HD 167756,274.66732585239,-42.28839529048,4.352,-4.605,0.5808,0.0661,s*b,B0.2Ib,-25.0,2.0,6.29,
HIP 32208,HD  48797,100.84730831334,-39.19311215881,-2.718,-7.513,6.4016,0.1572,SB*,A7/9+(F/G),10.34,1.4,6.273,
HIP 56901,HD 101369,174.963002388,-14.46852412191,-37.649,-11.186,5.9988,0.0417,*,A0V,-7.69126,0.199007,6.198,
HIP 98143,HD 189066,299.18392588651,36.25059581845999,4.095,0.406,3.06,0.0492,*,B5IV,-23.4,0.9,6.009,
HIP 28139,HD  40020,89.20604058123,11.521058906840002,104.7,-56.374,9.6083,0.0524,PM*,K2III,19.202801,0.00629,5.884,
HIP 100758,HD 194454,306.4271856967,-2.8003745628,-5.605,-38.969,6.1201,0.0296,*,M0III,23.5,2.0,6.1,
HIP 52535,HD  93372,161.11233707172,-72.44349787284,-151.812,53.325,31.1228,0.0179,PM*,F6VFe+0.4,19.72,0.19,6.261,
HIP 74600,*  26 Lib,228.64065780018,-17.76857144771,-16.223,-15.26,3.9825,0.0551,*,B9III,-25.9,2.0,6.172,
HIP 5121,*  27 Cet,16.40367813237,-9.97932274222,-31.139,-34.286,10.8184,0.0357,*,K0III,11.35,0.13,6.088,
HIP 12584,HD  16824,40.45136349517,-3.21380318648,-9.49,-10.867,3.8508,0.0343,*,K0III,7.48405,0.008008,6.049,
HIP 76440,* eps TrA,234.1800951798441,-66.31703762546667,24.318,-55.216,15.1994,0.1004,PM*,K1/2III,-14.07,0.13,4.104,
HIP 99270,HD 190879,302.2660423756,-47.06792844713999,44.085,-64.312,4.9159,0.0307,PM*,K5III,-57.91,0.12,6.457,
HIP 7535,* pi. Psc,24.27469243933,12.14178294971,-72.589,9.676,30.3493,0.7237,PM*,F0V,2.21,1.47,5.535,
HIP 41451,HD  72337,126.81981469561,-70.09348349435,-18.63,45.723,11.3465,0.0387,*,A0V,13.0,7.4,5.507,
HIP 115806,*  69 Peg,351.9182764449,25.16727929745,26.933,-36.897,8.5728,0.0475,a2*,A0IIIpHg,-17.41,0.2,5.979,
HIP 67778,HD 121197,208.28515132799,40.3379746301,-8.742,-11.422,3.1117,0.0241,*,K5,-5.99,0.13,6.479,
HIP 33719,HD  52265,105.07514879809,-5.367161369199999,-116.513,80.633,33.425,0.0223,PM*,G0V,53.838,0.0005,6.282,
HIP 25583,* 117 Tau,82.00670855092,17.23912988068,15.865,-45.656,5.1394,0.0991,*,M1III,-23.94,0.2,5.758,
HIP 1939,HD   2023,6.12353987755,-2.21906302283,-33.749,-41.552,5.8433,0.0308,PM*,K2III,15.3,2.0,6.067,
HIP 109102,HD 209945,331.50813620808,45.01434730194,-8.826,-16.09,4.7509,0.0844,*,K5III,-24.13,0.14,5.07,
HIP 36429,* b Gem,112.4531745852,27.91612036205,-29.312,-21.779,7.718,0.3524,SB*,G9IIIb,26.8897,0.008391,5.01,
HIP 106052,HD 204754,322.2197460304,55.41870773124,16.331,12.475,3.3616,0.0281,*,B8III,-6.9,0.8,6.127,
HIP 38020,HD  63578,116.88127311315,-46.60848992387,-4.207,8.86,2.1793,0.1193,Y*O,B2III,34.0,4.5,5.208,
HIP 47664,HD  83886,145.77893756711,54.36370089277,-35.477,-33.026,10.1726,0.0309,PM*,A5m,20.6,2.0,6.477,
HIP 107398,HD 207119,326.30166205358,52.26757581916,-1.897,-1.212,1.1986,0.0416,*,K3IIBa0.5,-13.42,0.16,6.369,
HIP 34253,HD  54153,106.50944949752,-38.382864716780006,7.139,15.442,4.5848,0.0467,*,G0IIaCH1:,21.9,2.0,6.083,
HIP 88732,HD 166207,271.7228092399,50.82282757994,1.33,89.209,7.2155,0.1913,SB*,K0III,-58.6,0.67,6.295,
HIP 7050,HD   9030,22.71716567329,66.09808843784,75.182,-9.879,10.5102,0.0892,PM*,A2Vs,13.0,3.2,6.137,
HIP 14131,* tet Hyi,45.564370170770005,-71.90245529105,27.256,16.598,6.4996,0.0619,**,B8III/IV,12.3,1.6,5.499,
HIP 46768,HD  82477,142.98212180937,-10.370342930570002,-100.673,21.451,8.7924,0.1061,PM*,K2III,63.08,0.18,6.124,
HIP 2006,*  44 Psc,6.35086817996,1.9396924805599995,-14.685,-12.777,5.491,0.0581,**,G8III,-5.4,0.06,5.77,
HIP 110311,HD 211726,335.15114067448,-57.50978192953,25.651,-8.233,4.3387,0.0213,*,K3/4III,-33.45,0.15,6.396,
HIP 44331,HD  77093,135.41983341302,39.71351226448,-38.425,-70.908,15.2423,0.0862,**,A9Vn,-3.8,0.2,6.386,
HIP 26126,*  38 Ori,83.56988934151,3.76690626705,-24.785,-17.721,5.9928,0.2469,**,A1V,-4.0,10.0,5.326,
HIP 32809,HD  49980,102.59070168661,-17.08455232328,-9.649,-2.45,1.3356,0.1776,*,K3III,19.23,2.4,5.771,
HIP 70892,HD 127304,217.45696075709,31.79118853122,-20.815,7.137,9.2332,0.0401,*,A0Vs(Si),-9.3,2.0,6.05,
HIP 116292,HD 221661,353.42910707614993,45.05809554579,2.303,9.951,6.1629,0.0385,*,G8II,10.55,0.15,6.246,
HIP 88866,* pi. Pav,272.1450665774567,-63.668561979886384,19.021,-191.101,24.3617,0.1346,PM*,kA4hF0mF2III,-11.31,0.12,4.328,
HIP 97228,HD 186901,296.41522949420994,36.09102928693,4.28,9.314,2.7042,0.0446,*,B9.5V,-25.67,0.53,6.379,
HIP 93354,HD 176896,285.23000628271,33.802156230559994,5.562,2.32,8.4311,0.033,*,K0III:,-28.25,0.18,6.038,
HIP 40291,HD  69002,123.42114633795,-33.56952738527,35.102,10.133,8.074,0.0184,*,K2III,26.29,0.12,6.377,
HIP 115833,HD 220929,352.00288871636,-35.54448175345,4.818,-0.662,6.1158,0.0314,*,K2III,11.91,0.13,6.335,
HIP 92112,*  50 Dra,281.59267448612,75.43395556218,-17.061,70.391,11.415,0.1058,SB*,A1Vn,-7.8,0.9,5.358,
HIP 78870,HD 144390,241.49922459029,-6.139754014639999,-31.437,-5.914,8.1184,0.0227,*,G8III,-32.83,0.13,6.391,
HIP 22844,HD  31746,73.72098547624,-58.547653690820006,100.789,67.742,32.8923,0.0215,PM*,F5V,21.997,0.0006,6.107,
HIP 1319,*  36 Psc,4.14184106839,8.24015725186,-29.869,-14.949,7.3453,0.0759,**,G8II-III,-0.01,0.19,6.121,
HIP 66923,HD 119193,205.72763996,-50.79023471295001,-8.569,-15.574,3.1156,0.0361,*,M0III,-9.61,0.27,6.41,
HIP 22081,HD  30610,71.24125001846,-63.22971497748,-10.475,-2.835,7.1103,0.016,RG*,K0/1III,16.45,0.14,6.466,
HIP 60978,*  74 UMa,187.48884300663,58.40574113977001,-59.14,90.771,11.7987,0.3244,PM*,A8V,6.8,2.0,5.347,
HIP 28814,*  66 Ori,91.24316213578,4.1586624615400005,1.69,-3.003,2.134,0.2802,SB*,G6II,25.02,0.05,5.621,
HIP 15655,HD  21011,50.38930665349,-47.77666147114,7.533,-13.304,7.0499,0.0153,*,K0III,-1.35,0.13,6.396,
HIP 14607,HD  19525,47.16163248241,8.47107158999,-2.866,74.421,8.0217,0.0301,PM*,G9III,39.56,0.13,6.273,
HIP 69011,HD 123247,211.9200334429,-48.70402749928001,-34.532,-28.224,10.2456,0.0517,*,B9.5V,6.0,3.0,6.418,
HIP 29451,HD  42471,93.0838544895,32.6933815585,-7.219,-3.368,4.0982,0.1382,*,M1III,-53.81,0.28,5.769,
HIP 75257,HD 137071,230.65571287299,39.5814616269,1.905,-14.018,1.3232,0.0758,*,K4III,-13.38,0.2,5.532,
HIP 25781,HD  36876,82.56613625406,-63.92768428112,4.898,59.889,8.296,0.0197,PM*,F0IV,10.83,0.21,6.19,
HIP 97611,HD 186837,297.59065372031,-61.06111821366001,3.254,5.583,3.8093,0.0681,*,B5V,-15.4,2.0,6.206,
HIP 103077,HD 198802,313.27332539011,-11.57365407053,43.009,44.162,22.6363,0.0232,**,G5V,-3.115,0.002,6.389,
HIP 93903,* iot Lyr,286.82555136207,36.10015901791,-1.287,-4.693,3.3932,0.2262,Be*,B6IV,-26.0,4.6,5.253,
HIP 82355,HD 152153,252.41902371458,43.43043621649999,-10.658,-9.692,5.6953,0.0231,*,K0IV,-20.9881,0.009317,6.165,
HIP 21363,HD  29184,68.75296085224,-19.92138282894,101.806,56.723,8.9672,0.0228,PM*,K2IIICNIb,73.81,0.12,6.111,
HIP 78918,* tet Lup,241.64809992840003,-36.80227052962,-18.145,-32.242,7.3685,0.2536,Pu*,B2.5Vn,15.2,2.0,4.201,
HIP 82730,*  23 Oph,253.6487252586,-6.15398095653,-31.841,-21.2,12.8432,0.106,*,K1IICNIII,-13.99,0.13,5.23,
HIP 76008,* tet UMi,232.85380670972,77.34935996109,-44.146,8.051,4.0798,0.1432,*,K5-IIICN0.5,-25.49,0.32,4.982,
HIP 93543,HD 176903,285.77915642777,-19.10302291288,12.824,-2.788,12.9315,0.0304,*,F5V,20.54,0.17,6.357,
HIP 76628,*  41 Lib,234.72732241396,-19.30189099624,86.629,-78.165,9.7785,0.1735,**,G8III/IV,47.1,2.0,5.359,
HIP 30457,HD  44951,96.04299754583002,-11.53008762987,-55.418,-33.324,8.2768,0.1519,PM*,K2III,-26.43,0.2,5.207,
HIP 90067,HD 169191,275.70433189579,17.8266165815,71.457,15.437,8.3917,0.0689,PM*,K3III,-19.24,0.09,5.249,
HIP 83896,HD 154783,257.19808091933,-30.403717306220003,-12.426,-68.177,12.1276,0.0595,PM*,Fm_dD,-30.0,2.0,5.911,
HIP 21718,HD  29610,69.94675483307,-1.05246133043,21.264,-9.46,7.2043,0.0344,*,K0II/III,32.97,0.13,6.099,
HIP 14043,HD  18537,45.21754594346,52.35173558953,28.383,-25.329,6.6753,0.0745,Pu*,B7V,-4.3,1.7,5.219,
HIP 100808,HD 195066,306.59780745887,56.63869462014,13.881,6.296,4.5143,0.0419,*,B9V,-21.0,4.3,6.369,
HIP 44356,HD  77353,135.49161403096,-0.4826743314799999,-48.403,69.091,5.8279,0.0689,PM*,K0III,71.063797,0.008282,5.627,
HIP 68670,HD 122438,210.86044305239,-56.21343442645,-65.409,-21.9,6.2277,0.0346,PM*,K2III,17.11,0.13,5.923,
HIP 77910,*  40 Ser,238.6678108906,8.58033759148,0.982,-0.5,12.4962,0.0296,dS*,A7Vn,-26.29,0.62,6.266,
HIP 70931,HD 126983,217.58726229459,-49.5190370956,-45.465,-40.154,16.4565,0.268,SB*,A2Vs+A2Vs,6.3,7.4,5.376,
HIP 88038,HD 163652,269.73203144506,-36.85837457678,11.48,13.871,8.9907,0.0421,*,G8III,-87.01,0.24,5.737,
HIP 36363,* y Pup,112.27372998042,-38.81206732199,-19.836,15.281,5.0843,0.0874,XB*,B3V,24.0,4.2,5.395,
HIP 55528,HD  98892,170.59628864857,-44.64592388292,-45.977,-31.386,8.9509,0.0448,**,G8III,2.17,0.16,6.108,
HIP 107197,HD 206842,325.68902262962,59.270843426,-5.678,1.156,3.1595,0.0255,*,K1III,-4.58,0.14,6.088,
HIP 48776,V* BF Ant,149.22538402416,-27.47515501135,-72.643,23.29,6.951,0.0257,dS*,A4V,24.77,0.44,6.312,
HIP 4709,HD   5715,15.12918227163,70.9829903336,76.218,-5.958,9.4338,0.0245,PM*,A4IV,-3.1,0.43,6.4,
HIP 25473,* psi02 Ori,81.70928884671,3.0956728206000004,1.031,-1.019,2.9943,0.1533,bC*,B2IV,12.0,2.0,4.611,
HIP 42299,HD  73281,129.36322441559,-4.93400207023,-1.295,4.582,7.5022,0.0297,*,K0III,18.06,0.15,6.171,
HIP 33394,HD  51682,104.19042249287,-35.34133452717,-3.184,5.577,4.9181,0.0214,*,K2III,19.11,0.19,6.262,
HIP 42459,V* HW Vel,129.84935209746,-53.43976877563,-25.007,23.327,6.2738,0.0914,bC*,B5V,25.141,0.4,5.439,
HIP 43325,* h Vel,132.41316210862,-40.32015776536,-9.293,-1.012,2.6706,0.0761,*,A2/3IV,16.9,2.0,5.465,
HIP 76878,* tau07 Ser,235.47798575595,18.464036501860004,-61.654,54.319,18.7185,0.0408,**,A8Vam,-31.38,0.12,5.792,
HIP 44367,HD  77580,135.52661930218,-39.40214250348,-39.957,26.026,7.918,0.0679,PM*,K1IIICNII,24.87,0.15,6.238,
HIP 112917,*  15 Lac,343.00847439764,43.31241718256,109.428,23.678,9.3012,0.0998,PM*,M1III,-19.21,0.2,4.938,
HIP 31037,HD  46189,97.69285296765,-27.76957996983,-8.379,6.491,2.9719,0.0664,*,B3IV/V,27.0,4.2,5.903,
HIP 24493,HD  34180,78.82707229936,-1.4091557663200005,-32.625,87.074,22.6203,0.3516,PM*,F2/3V,23.49,0.67,6.154,
HIP 95823,HD 183007,292.34934788056,-43.44519514898,88.847,-115.134,18.4305,0.1565,SB*,A7VkA2mA5,-30.9,2.0,5.701,
HIP 82012,HD 151388,251.29914515307,43.2171719219,-9.934,-49.747,4.4792,0.0275,PM*,K4III,-13.0703,0.006002,6.059,
HIP 54185,HD  96224,166.2671245368,-49.39229988903,-36.412,11.653,6.0721,0.147,*,B9.5V,83.29,2.29,6.102,
HIP 20904,HD  28271,67.2166437612385,30.3615500080568,22.67,-23.55,14.2009,0.2536,SB*,F7V,-41.58,0.59,6.383,
HIP 115433,V* DR Tuc,350.73655369037,-60.05584026515,83.981,-3.166,3.3945,0.0547,LP*,M3III,-30.5,0.18,6.114,
HIP 8922,HD  11613,28.7240843563172,40.7019977525335,44.734,-54.986,7.0092,0.4747,SB*,K2,27.15,0.22,6.248,
HIP 53546,HD  95208,164.31575910201,-75.09976129778,-10.537,3.993,1.9825,0.0256,*,K1II,8.57,0.2,6.122,
HIP 26054,HD  36484,83.36418330717,32.80118105685,-2.319,-55.574,10.5065,0.053,PM*,A2m,41.3563,0.207378,6.474,
HIP 30342,* nu. Pic,95.73262591707,-56.36996684245,-42.268,-18.616,18.2221,0.4092,Er*,A1mA3-A9,6.7,2.0,5.598,
HIP 5494,HD   6953,17.58104230056,25.457762158380003,1.344,-114.092,7.9296,0.0696,PM*,K5III-IIIb,3.73,0.15,5.797,
HIP 76311,HD 139357,233.81749413739,53.92214149778,-18.845,2.097,8.8114,0.046,*,K4III:,-8.22731,0.007368,5.964,
HIP 80809,*  34 Her,247.52516327309,48.961085619630005,-50.466,-56.924,10.5663,0.1694,PM*,A1V,-7.9,2.0,6.427,
HIP 82405,HD 151900,252.59271470679,-2.65435755941,3.298,-45.61,17.9053,0.0212,*,F3V,31.41,0.26,6.31,
HIP 41905,HD  72752,128.16875097173,-47.04210653034,-12.662,8.186,4.682,0.0281,*,K2III,24.38,0.14,6.481,
HIP 16029,HD  21430,51.59385361266,-27.317479777350005,7.792,53.51,7.1792,0.031,PM*,K0III,13.95,0.12,5.933,
HIP 29025,HD  41467,91.86148697538,41.85428232989,-3.496,-19.077,3.523,0.0294,*,K0III,7.49,0.15,6.144,
HIP 4914,*  25 Cet,15.76057062535,-4.836599219039999,-116.585,-102.608,9.5083,0.0851,PM*,K0/1III,15.3,,5.408,
HIP 117567,HD 223559,357.63868660385,-14.401496980459996,37.33,-21.696,5.3125,0.0948,*,K4.5IIIb,-59.791599,0.002422,5.691,
HIP 49339,HD  87427,151.0872558124,-24.28554030968,-117.975,22.786,14.5874,0.0471,PM*,F0V,13.1,0.35,5.701,
HIP 19513,* p Tau,62.70775351963,26.48095457622,-30.919,-35.105,15.4199,0.0863,dS*,F2IV-V,17.43,0.64,5.387,
HIP 38667,HD  65189,118.75177209512998,-52.583328754090005,-13.971,11.431,3.0716,0.0425,*,B8III,6.0,11.9,6.356,
HIP 80181,* ksi CrB,245.52426610955,30.8919959578,-97.373,107.313,17.192,0.0821,**,G9IIIFe-0.5,-14.5,0.1,4.849,
HIP 86929,* eta Pav,266.43328165493534,-64.72387146468638,-10.483,-56.54,8.8653,0.133,PM*,K2II,-7.6,0.7,3.581,
HIP 97144,HD 186535,296.17207155659,8.72653586816,40.702,-22.279,7.6946,0.0281,*,K0,5.85,0.13,6.428,
HIP 92294,* tet Pav,282.15793684554,-65.07768004034,-38.4,-78.362,15.2311,0.0475,PM*,A8V,-0.7,4.3,5.701,
