catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 42835,* F Hya,130.91822701949124,-7.233728474508057,-13.412,-1.371,3.4951,0.303,*,G1Ib,27.68,0.28,4.625,
HIP 43234,* rho Hya,132.10821118485208,5.837812490561667,-18.871,-29.454,10.4431,0.1778,*,A0Vn,30.85,0.63,4.337,
HIP 42806,* gam Cnc,130.82144642293792,21.468498799990275,-105.76,-39.157,18.6431,0.19,PM*,A1Va,36.17,0.33,4.652,NAME Asellus Borealis
HIP 40945,* w Pup,125.34594178783,-33.05436507907,-11.721,3.316,2.5049,0.0989,*,K2+IIIa,33.2,2.0,4.8,
HIP 41307,*  30 Mon,126.41513277136583,-3.906427218681944,-66.738,-23.452,25.3438,0.2051,PM*,A0Va,10.0,1.78,3.9,
HIP 40091,* h01 Pup,122.83955595925998,-39.61854410984,-9.072,3.211,2.3831,0.1188,s*r,K4.5Ib,16.2,0.3,4.42,
HIP 40274,* r Pup,123.37298864750126,-35.89951823549249,-7.491,10.373,2.434,0.0854,Be*,B1V,35.0,4.2,4.77,
HIP 39906,*  16 Pup,122.25681828545372,-19.245033974607495,-11.105,-4.08,7.2138,0.1374,*,B5V,19.9,1.2,4.393,
HIP 39863,* zet Mon,122.14853373998083,-2.9837876605491664,-17.445,-3.016,3.245,0.1254,*,G2Ib,31.2,0.18,4.33,
HIP 38901,* chi Pup,119.41710944214,-30.33457124228,-8.22,6.546,1.7157,0.1002,*,A7III,31.95,0.13,4.79,
HIP 39095,HD  65810,119.96686484006,-18.399216912030003,6.455,-43.718,14.5984,0.2077,*,A1V,-9.8,0.63,4.61,
HIP 39079,*  27 Mon,119.93397109641002,-3.679585669759999,-53.772,-2.687,10.3645,0.1144,PM*,K1III,-28.02,0.03,4.934,
HIP 39211,*  28 Mon,120.30556233273832,-1.3926069037644446,66.335,-75.314,7.8537,0.1224,PM*,K4III,26.7,0.8,4.68,
HIP 37677,* l Pup,115.95195672770252,-28.95482621033833,-5.096,4.035,0.9732,0.1627,sg*,A4Iabe,27.52,0.58,3.93,
HIP 37648,*   1 Pup,115.88494452232,-28.41088574833,-13.782,29.646,4.1384,0.1143,*,K5III,32.4,0.3,4.59,
HIP 38070,* omi Pup,117.02153597080545,-25.93716960934917,-10.257,4.71,3.011,0.1722,Be*,B1IVe,15.0,10.0,4.49,
HIP 38170,* ksi Pup,117.32355646601664,-24.859783879637224,-3.61,-2.579,3.0059,0.1317,*,G6Ib,2.8,0.3,3.3,NAME Asmidiske
HIP 38170,* ksi Pup,117.32355646601664,-24.859783879637224,-3.61,-2.579,3.0059,0.1317,*,G6Ib,2.8,0.3,3.3,NAME Azmidiske
HIP 37096,* f Pup,114.3421240928526,-34.96853080332605,-14.21,16.32,9.05,0.4,**,B8IV/V,24.0,1.78,4.53,
HIP 37297,* d01 Pup,114.86391100082002,-38.30802345296194,-20.7,16.079,5.1576,0.0864,*,B3V,26.4,2.0,4.84,
HIP 36514,HD  59890,112.677508233,-30.96228053556,-11.969,1.055,2.3999,0.0898,*,G2Iab/b,15.87,0.16,4.65,
HIP 37379,* 140 Pup,115.09671017844003,-15.26391964179,-2.171,-27.678,4.6915,0.1044,*,K3III,0.5,0.21,4.951,
HIP 36962,* ups Gem,113.98062505905,26.8957444986,-32.841,-106.002,12.8761,0.2288,PM*,M0III,-21.61,0.19,4.06,
HIP 35904,* eta CMa,111.02375950100142,-29.303105508471724,-4.14,5.81,1.64,0.4,s*b,B5Ia,41.1,2.0,2.45,NAME Aludra
HIP 35727,HD  57821,110.55637222219082,-19.016601219997224,-1.11,-6.451,5.4657,0.1027,*,B5II/III,32.9,1.6,4.95,
HIP 36041,* eps CMi,111.4120820166,9.276090422389998,-4.583,-8.414,3.9908,0.0811,*,G6IIb,-6.50535,0.009152,4.986,
HIP 34495,* A Pup,107.21278393703878,-39.65565530021945,-10.577,7.785,3.7743,0.0894,Ce*,B3IV/V,19.5,2.0,4.83,
HIP 35363,* ups01 Pup,109.5766399064846,-36.73395236853278,-10.445,5.936,3.4962,0.1544,Be*,B2V+B3IVne,18.6,2.0,4.67,
HIP 34622,*  20 Mon,107.55700626103,-4.237106959790001,-0.46,217.452,16.811,0.0701,PM*,K0III,77.75,0.0002,4.92,
HIP 34909,*  51 Gem,108.34281597940002,16.15896421893,12.727,-41.447,5.031,0.2653,LP*,M4III,-9.0,0.7,5.0,
HIP 33977,* omi02 CMa,105.75613058900544,-23.833293974200288,-1.335,3.803,0.8715,0.3319,s*b,B3Ia,48.08,0.07,3.02,
HIP 34693,* tau Gem,107.78487630737042,30.24516376985388,-30.725,-48.515,8.3261,0.1591,PM*,K2III,21.27,0.28,4.42,
HIP 33579,* eps CMa,104.65645315148348,-28.97208615736081,3.24,1.33,8.05,0.14,*,B1.5II,27.3,0.4,1.5,NAME Adhara
HIP 33856,* sig CMa,105.42978350186792,-27.934830340443888,-5.714,4.89,2.5085,0.159,s*r,K5Ib,22.11,0.19,3.47,
HIP 34045,* gam CMa,105.9395561221646,-15.633287003608888,0.931,-11.435,7.5819,0.1868,*,B8II,31.1,0.2,4.12,NAME Muliphein
HIP 33302,* pi. CMa,103.90596016133,-20.13649690453,51.109,39.971,33.5731,0.0952,PM*,F1.5V,8.0,5.0,4.664,
HIP 33347,* iot CMa,104.0342691434642,-17.05423863054111,-3.547,3.19,0.9453,0.1857,s*b,B3Ib,10.7,0.4,4.385,
HIP 33160,* tet CMa,103.54749525536,-12.038628101049998,-136.654,-14.322,12.0676,0.1313,PM*,K3/4III,96.2,0.1,4.08,
HIP 33202,* e Gem,103.66099228198792,13.177845317954445,68.745,-86.832,33.9184,0.8248,PM*,kA8mF0Vp,24.0,5.0,4.715,
HIP 32844,* psi07 Aur,102.69143033957,41.781230547750006,-25.542,-137.253,9.6073,0.1274,PM*,K3III,59.5,0.13,4.975,
HIP 31827,HD  47667,99.81966430456,-14.145761875750004,4.864,-6.656,3.1086,0.1163,*,K2+IIIaCN0.5Ca1,29.03,0.18,4.812,
HIP 30343,* mu. Gem,95.74011192619564,22.51358274590428,56.39,-110.03,14.08,0.71,LP*,M3IIIab,54.38,0.24,2.87,NAME Tejat
HIP 29807,* kap Col,94.13806452051917,-35.14051510013389,0.614,87.903,17.3842,0.0832,PM*,G9IIIbCN0.5,23.2,0.13,4.37,
HIP 29655,* eta Gem,93.71935536055372,22.506787327170837,-59.53,-7.766,4.7312,1.0207,RG*,M2IIIa,22.39,0.36,3.28,NAME Propus
HIP 28716,* chi02 Ori,90.97993487768,20.13845226149,0.962,-2.5,0.7636,0.1219,s*b,B2Ia,16.8,0.9,4.63,
HIP 29038,* nu. Ori,91.8930213474954,14.76847520543,7.916,-20.936,5.4034,0.2065,SB*,B3IV,24.1,0.9,4.397,
HIP 28010,* ksi Col,88.87464508704,-37.12068315822,34.59,-14.688,10.1427,0.2792,*,K1IIICNII,59.5,2.0,4.961,
HIP 27913,* chi01 Ori,88.59576245541668,20.276172788333334,-162.54,-99.51,115.43,0.27,SB*,G0V,5.7,0.1,4.4,
HIP 27511,* 134 Tau,87.38720972302957,12.651322412640832,-21.764,-18.546,11.5984,0.139,*,B9V,19.71,0.46,4.875,
HIP 27468,* 132 Tau,87.25404562438,24.567460751190005,-13.211,-13.716,6.3528,1.089,**,G9III,19.2,0.91,4.873,
HIP 27830,* 136 Tau,88.33185937942498,27.61226194180028,4.277,-9.595,8.1685,0.1157,SB*,A0V+A0V,-16.1,0.9,4.552,
HIP 28237,* 139 Tau,89.49857057937459,25.953912167651104,-1.909,-2.109,0.8615,0.179,s*b,B1Ia,8.0,4.2,4.82,
HIP 27639,* ups Aur,87.76015536901,37.30556969497,36.426,-45.606,5.7358,0.2055,PM*,M0III,37.67,0.16,4.74,
HIP 27288,* zet Lep,86.73892235277415,-14.82195015846389,-14.203,-0.776,44.794,0.2466,*,A2IV-V(n),24.7,1.1,3.525,
HIP 27072,* gam Lep,86.115794237325,-22.44838548784833,-291.757,-368.521,112.296,0.1452,PM*,F6V,-9.199,0.0004,3.6,
HIP 26634,* alf Col,84.91225429958334,-34.07410971972223,1.685,-24.345,11.4008,0.4452,Be*,B9Ve,35.0,4.0,2.65,NAME Phact
HIP 26563,* d Ori,84.72117993594,-7.212829772149999,-15.402,-49.302,22.9587,0.111,SB*,A4Vn,-11.07,0.3,4.8,
HIP 26549,* sig Ori,84.68652242855,-2.60007866108,4.6,-0.4,3.04,8.92,Y*O,O9.5V+B0.2V(n),29.9,1.6,3.79,
HIP 26451,* zet Tau,84.41118926291666,21.14254411222222,1.78,-20.07,7.33,0.82,Be*,B1IVe_shell,20.0,2.5,3.03,
HIP 26199,HD  36960,83.76117628813041,-6.002030097000834,1.111,1.681,2.6166,0.1203,*,B0.5V,27.7,0.8,4.72,
HIP 25606,* bet Lep,82.06134536679916,-20.759443885748333,-5.748,-83.65,20.8697,0.2047,PM*,G5II-IIIa:,-14.2,0.1,2.84,NAME Nihal
HIP 25930,* del Ori,83.00166705557675,-0.2990951070833332,0.64,-0.69,4.71,0.58,**,O9.5IINwk,18.5,0.5,2.41,NAME Mintaka
HIP 25539,* o Tau,81.90868401411792,21.936968078639445,4.104,-7.699,5.3969,0.1405,*,B2.5V,16.5,0.1,4.868,
HIP 25428,* bet Tau,81.57297133176498,28.607451724998228,22.76,-173.58,24.36,0.34,PM*,B7III,9.2,2.0,1.65,NAME Elnath
HIP 24845,* lam Lep,79.89384295078916,-13.176769401368889,3.04,-4.801,3.3378,0.179,**,B0.5V,20.2,,4.29,
HIP 24659,* omi Col,79.37120307901542,-34.89520076723778,96.167,-339.569,30.788,0.0975,PM*,K1IV,21.1,0.09,4.83,
HIP 25302,* psi01 Ori,81.18678077013,1.84644497658,1.047,0.433,2.9321,0.1219,Be*,B1Vn,19.3,2.0,4.96,
HIP 25044,* o Ori,80.44061398642,-0.3824668706099999,-0.077,1.563,2.8587,0.1581,SB*,B2IV,28.8,2.0,4.74,
HIP 25142,*  23 Ori,80.70834994391,3.5444587383899995,-1.802,-3.476,1.8431,0.2459,SB*,B2IV/V,18.0,3.7,5.0,
HIP 24504,*  14 Aur,78.85164248557,32.68759991105,-25.256,12.339,12.0126,0.1151,dS*,A8III,-9.3,0.2,5.0,
HIP 25292,* sig Aur,81.16308949573,37.38534910029,-0.564,-10.953,6.3543,0.0892,*,K3IIICN+2,-19.4,0.17,4.996,
HIP 24010,*  15 Ori,77.42482144179,15.597213047200002,4.185,-7.263,9.8438,0.5502,**,F2IV,28.79,0.84,4.82,
HIP 23607,*  11 Ori,76.14228828818082,15.404102144530556,17.432,-31.043,7.8068,0.1402,a2*,A1VpSiCr,16.8,2.0,4.661,
HIP 24340,* mu. Aur,78.35717509811,38.48449878275001,-20.673,-75.488,20.1016,0.5023,**,A4m,24.39,0.32,4.821,
HIP 23231,*  64 Eri,74.98223662798,-12.53741678567,39.894,-87.358,11.5441,0.0851,dS*,F0V,3.73,0.23,4.77,
HIP 23362,HD  32309,75.35658563567,-20.05191896613,36.928,-15.404,16.5691,0.0866,*,B9V,24.2,2.0,4.885,
HIP 22797,* pi.05 Ori,73.56290435241,2.44067165846,0.561,1.34,3.2945,0.2632,SB*,B2III,24.2,0.7,3.73,
HIP 23123,* pi.06 Ori,74.63709287275,1.7140135367600002,-0.589,-6.482,4.2093,0.1393,*,K2-IIb,14.73,0.17,4.459,
HIP 22845,* pi.01 Ori,73.72386707883084,10.150834290816942,40.783,-128.345,27.0067,0.1806,PM*,A0Va_lB,18.22,0.35,4.648,
HIP 22678,*   2 Aur,73.15825144049,36.70318808734999,-25.273,-3.715,5.2978,0.1192,RG*,K3-IIIBa0.4,-17.24,0.08,4.779,
HIP 21881,* tau Tau,70.56124685498,22.95690281483,3.181,-17.028,8.231,0.4049,SB*,B3V,14.6,2.0,4.258,
HIP 22453,*   1 Aur,72.47765909158625,37.488279635840286,-37.763,39.173,7.1331,0.1347,PM*,K3+III,-24.65,0.48,4.867,
HIP 21139,*  45 Eri,67.9694526219,-0.04401106574,-1.469,-7.681,3.7428,0.0998,*,K0/1III,15.22,0.35,4.896,
HIP 21444,* nu. Eri,69.07975799391498,-3.352460484701945,0.865,-4.665,4.7961,0.25,bC*,B2III,14.9,2.0,3.928,
HIP 20732,* pi. Tau,66.65154769028,14.7137818582,-8.802,-30.335,8.0403,0.1054,*,G7IIIFe-0.5,31.2689,0.005717,4.69,
HIP 20877,*  75 Tau,67.1098746163,16.359674945809996,9.504,18.501,16.803,0.1038,**,K1IIIb,16.66,0.16,4.969,
HIP 20885,* tet01 Tau,67.14374134289625,15.962283658173057,106.133,-58.129,24.7693,0.4363,SB*,G9IIIFe-0.5,42.193,0.0004,3.84,
HIP 20205,* gam Tau,64.94834968291876,15.627642051424726,116.247,-23.368,21.6645,0.1831,**,G9.5IIIabCN0.5,38.458,0.0007,3.65,NAME Prima Hyadum
HIP 20889,* eps Tau,67.15416772966458,19.18043420581389,107.526,-36.2,22.3654,0.1721,**,G9.5IIICN0.5,38.42,0.0004,3.53,NAME Ain
HIP 20252,*  54 Per,65.10265794747,34.56672594375,-24.314,-7.053,14.0327,0.1193,*,G8+IIIb,-26.713,0.001,4.929,
HIP 20250,* phi Tau,65.08840040522,27.35075230516,-27.923,-77.134,11.4462,0.0884,PM*,K2III,1.85,0.16,4.951,
HIP 19860,* mu. Tau,63.88357525019291,8.892355084943333,19.77,-21.918,6.4463,0.2095,*,B3IV,16.3,0.6,4.279,
HIP 19587,* omi01 Eri,62.96641270133917,-6.837579624323332,10.233,81.858,26.1097,0.1777,dS*,F0III,11.0,4.1,4.026,NAME Beid
HIP 19990,* ome02 Tau,64.31525469368,20.578597379489995,-40.375,-59.486,35.0804,0.0963,PM*,A3m,13.23,0.14,4.914,
HIP 18543,* gam Eri,59.50735758877376,-13.508514805984444,62.227,-112.006,17.0016,0.2254,LP?,M0III-IIIb,60.81,0.25,2.94,NAME Zaurak
HIP 19811,* f Per,63.72221833652,40.48364037799,-1.0,-24.451,4.1967,0.5366,SB*,G5II+A2V,-4.5,0.74,4.691,
HIP 18673,* tau09 Eri,59.981182366400006,-24.01621588763,11.786,16.74,9.9739,0.1001,a2*,ApSi,25.5,0.5,4.66,
HIP 17593,* pi. Eri,56.53556341675,-12.101588482009998,56.125,59.445,6.3943,0.1654,LP?,M1III,45.2,0.1,4.42,
HIP 17874,* g Eri,57.36352607903708,-36.20025674197,-45.547,-49.503,14.9781,0.0915,PM*,G7III,2.69,0.12,4.17,
HIP 17608,*  23 Tau,56.58160786306708,23.948358938116662,13.075,-48.404,7.067,0.2862,Be*,B6IV(e),6.2,2.0,4.18,NAME Merope
HIP 17573,*  20 Tau,56.45670064515208,24.36774376828833,19.516,-45.527,7.6713,0.3104,PM*,B7III,7.4,0.5,3.87,NAME Maia
HIP 17351,* h Eri,55.708562114702914,-37.313516819271946,-91.264,-70.315,18.5379,0.0757,HB*,K1.5IIIbCN0.5,9.9,0.07,4.583,
HIP 16852,*  10 Tau,54.21826543507,0.4016644716191667,-232.563,-481.472,71.837,0.1503,PM*,F9IV-V,28.08,0.0007,4.3,
HIP 15900,* omi Tau,51.20332632709,9.02886962001,-66.384,-74.413,15.0788,0.3082,SB*,G6III,-19.79,0.06,3.6,
HIP 15382,*  15 Eri,49.592125613118334,-22.51110428428361,5.728,8.968,7.0838,1.4668,**,K0III,17.11,0.33,4.875,
HIP 15197,* zet Eri,48.95844035892001,-8.81973238362,-2.8,46.883,27.395,0.135,SB*,kA4hA9mA9V,-5.8,4.2,4.8,NAME Zibal
HIP 15110,* zet Ari,48.72540966679999,21.044447008140004,-26.276,-73.782,11.8942,0.4325,PM*,A1V,7.3,2.8,4.869,
HIP 47029,HD  82741,143.76595730048,39.6214926432,-29.916,20.216,14.9133,0.1032,*,G9.5IIIbFe-1,-13.57,0.16,4.8,
HIP 14135,* alf Cet,45.56988780332224,4.089738771805157,-10.41,-76.85,13.09,0.44,LP?,M1.5IIIa,-25.47,0.1,2.53,NAME Menkar
HIP 44700,HD  77912,136.63236601269,38.45221393586,-27.05,-14.729,4.6253,0.117,Pe*,G7IIa,16.04,0.18,4.539,
HIP 57399,* chi UMa,176.51255861980331,47.77940424229889,-138.297,28.66,16.4382,0.113,PM*,K0.5IIIb:,-9.02,0.2,3.72,NAME Taiyangshou
HIP 60485,*   5 CVn,186.00622618936,51.56225684355001,12.955,11.323,8.6643,0.0776,*,G7IIIBa0.3,-13.6674,0.011418,4.761,
HIP 76041,* nu.02 Boo,232.94576269019004,40.89933486302999,-22.887,-12.041,7.3894,0.1816,**,A2V,-16.6,3.7,4.978,
HIP 48402,* phi UMa,148.02647655093364,54.064332289441886,-6.0,19.16,6.41,0.59,**,A3IV,-14.7,0.3,4.557,
HIP 44471,* kap UMa,135.90636507404153,47.15652472719766,-36.19,-55.4,9.1,0.5,**,A1Vn,2.3,1.2,3.55,
HIP 70497,* tet Boo,216.2991539590004,51.85074367335807,-235.97,-399.696,69.0686,0.1579,PM*,F7V,-10.627,0.0065,4.05,
HIP 44901,* f UMa,137.2177373836521,51.60464775047056,-137.15,-33.143,34.9307,0.1402,PM*,kA3VmF5IIISr,-0.1,0.7,4.48,
HIP 77760,* chi Her,238.16892103821044,42.45151746635472,438.839,629.541,62.9028,0.0807,PM*,F8VFe-2Hdel-1,-56.072,0.001,4.62,
HIP 67627,* i Dra,207.85796514593545,64.72328127628585,11.258,-0.843,7.7157,0.1701,LP?,M3.5III,-12.26,0.17,4.66,
HIP 39847,*  27 Lyn,122.11437885215707,51.50666498681472,-58.882,-4.246,13.3269,0.3,PM*,A2V,12.15,3.12,4.797,
HIP 50933,V* ET UMa,156.0326953299,65.56642260365,-8.965,-21.009,9.6318,0.0953,a2*,A1:VpSiSrHg,-0.1,0.9,4.93,
HIP 78592,* ups Her,240.69957424293,46.03670386587,55.458,-61.501,8.7194,0.0775,PM*,B9.5III,5.88,0.18,4.709,
HIP 61384,*   6 Dra,188.68341369813,70.02177924793,-32.393,-4.449,6.6159,0.4238,SB*,K2.5IIIFe-2,3.38,0.3,4.946,
HIP 46733,* h UMa,142.88211696306456,63.06185995089555,107.818,26.791,42.0904,0.1616,PM*,F0V,-1.38,0.37,3.67,
HIP 56211,* lam Dra,172.85092364299916,69.33107573011195,-41.24,-18.851,8.6458,0.1446,*,M0III-IIIaCa1,6.6,0.13,3.85,NAME Giausar
HIP 36145,*  21 Lyn,111.67855088726876,49.21152707020945,-10.185,-48.768,11.9021,0.1382,PM*,A0.5Vs,25.95,0.16,4.61,
HIP 45075,* tau UMa,137.7293415982,63.51367121287,104.904,-69.926,27.6487,0.4948,SB*,F6IIIn,-8.59,0.28,4.64,
HIP 52425,HD  92523,160.76683631799,69.07621382566,0.679,-12.936,6.9401,0.0841,*,K3III,-1.05,0.18,4.992,
HIP 41704,* omi UMa,127.56612565266668,60.71816822394111,-133.644,-107.664,17.9335,0.1456,PM*,G5III:,19.8,0.2,3.42,NAME Muscida
HIP 44390,* rho UMa,135.63621448841,67.62961744952,-21.736,17.726,10.1658,0.1581,*,M3IIICa1,4.75,0.19,4.76,
HIP 46977,* d UMa,143.62024780327,69.83034070608,-64.043,77.209,31.1546,0.1208,RS*,G5III-IV,-27.07,0.17,4.57,
HIP 33485,* psi10 Aur,104.4046134033554,45.094093919998336,-21.415,-3.391,14.4052,0.1055,*,A2Vn,-11.7,0.7,4.893,
HIP 72607,* bet UMi,222.67635749796767,74.15550393675127,-32.61,11.42,24.91,0.12,V*,K4-III,16.96,0.19,2.08,NAME Kochab
HIP 70692,*   5 UMi,216.8814361366858,75.69599430834361,8.809,20.671,9.3215,0.1403,*,K4-III,9.34,0.19,4.235,
HIP 75097,* gam UMi,230.1820980485008,71.83402545491221,-15.908,17.146,6.5959,0.2943,dS*,A2III,-3.9,0.6,3.002,NAME Pherkad
HIP 81660,* g Dra,250.2296645100692,64.58904568811278,-0.598,-16.291,4.5535,0.1081,*,K0IIICN-0.5CH-2Ca1,-0.885023,0.004243,4.842,
HIP 80650,*  15 Dra,246.99589402111,68.76813708627,-24.299,34.349,6.7911,0.0748,*,B9.5IV,-6.7,2.0,4.949,
HIP 69112,*   4 UMi,212.21219214466,77.54750978133,-30.815,33.335,4.318,0.4488,SB*,K3-IIIbFe-0.5,5.86,0.1,4.805,
HIP 47193,HD  81817,144.2720324125,81.32638087305554,-16.62,-16.41,3.28,0.15,SB*,K3II-III,-6.98,0.1,4.255,
HIP 85670,* bet Dra,262.60817373291667,52.30138870861111,-15.89,12.28,8.58,0.1,*,G2Ib-IIa,-20.825,0.0022,2.81,NAME Rastaban
HIP 30520,* psi01 Aur,96.22458979254,49.2878920061,-0.155,-2.131,0.4426,0.1103,s*r,K5-M1Iab-Ib,-9.7,0.4,4.75,
HIP 33694,HD  49878,105.01682160210918,76.97740862475611,72.948,-13.442,17.0753,0.1093,PM*,K4III,-29.87,0.12,4.54,
HIP 29997,HD  42818,94.71157297372876,69.31981423597666,1.816,-118.495,18.3472,0.2222,PM*,A0Vn,-7.0,7.4,4.757,
HIP 28404,* pi. Aur,89.98374135855,45.93673491601,-3.755,-7.785,4.5154,0.241,LP*,M3IIb,0.71,0.76,4.25,
HIP 85822,* del UMi,263.0541592214034,86.58645960557529,10.025,54.053,17.8802,0.0922,PM*,A1Van,-8.92,1.08,4.336,NAME Yildun
HIP 27949,* ksi Aur,88.71152890533,55.70696670846001,-7.049,12.959,13.3702,0.167,*,A2V,-11.8,2.0,4.96,
HIP 92782,* ups Dra,283.59938282556,71.29719626537,50.28,42.736,8.6601,0.227,SB*,K0IIICN0.5,-8.75,0.2,4.814,
HIP 90344,*  42 Dra,276.49640400057,65.56348092883,105.816,-26.846,11.056,0.0841,PM*,K1.5IIIFe-1,32.553799,0.004679,4.823,NAME Fafnir
HIP 90905,* d Dra,278.14384413886,57.04559604823001,0.068,-7.961,1.02,0.0583,*,F8Ib-II,-12.32,0.17,4.761,
HIP 14862,HD  19275,47.98445484034,74.39365830223,14.158,-86.811,19.6409,0.0848,PM*,A2Vnn,11.9,3.1,4.834,
HIP 23040,*   7 Cam,74.32165746492625,53.75210201356083,-24.585,8.141,9.3782,0.2504,SB*,A1V,-7.9,0.9,4.433,
HIP 92512,* omi Dra,282.80039310189,59.38835014726,79.097,26.328,9.5709,0.1993,RS*,G9IIIFe-0.5,-38.19,0.42,4.636,
HIP 17959,* gam Cam,57.58962223085542,71.33226610659722,18.435,-41.956,8.4446,0.0826,*,A2IVn,-2.84,0.28,4.604,
HIP 95081,* pi. Dra,290.1670477892996,65.71453186921029,14.587,41.076,14.2637,0.1717,*,A0III,-29.16,0.14,4.59,
HIP 17884,V* BE Cam,57.38032311777,65.52597939514,0.319,-15.593,3.3288,0.1847,LP*,M2II,-1.7,1.47,4.48,
HIP 94779,* kap Cyg,289.27570134506874,53.36845827781306,59.476,123.003,26.4853,0.1081,PM*,G9III,-29.36,0.03,3.76,
HIP 17587,HD  23089,56.50971455266,63.34505876123999,-2.15,-16.007,2.9225,0.1564,**,G2Ib/II+B7III/IV,-2.4,0.9,4.81,
HIP 9480,*  48 Cas,30.489551300890835,70.90696692312001,-96.374,0.798,28.83,0.4891,**,A3Va,-5.0,5.0,4.54,
HIP 98073,HD 189276,298.98074454629995,58.84596862979999,-8.725,-20.993,3.668,0.0864,*,K4.5IIIa,4.26,0.34,4.96,
HIP 109400,*  24 Cep,332.4517944276,72.34120548068,33.041,2.809,8.2802,0.0916,*,G7II-III,-16.239,0.0028,4.786,
HIP 114222,* pi. Cep,346.9743906898412,75.3874986252686,6.81,-34.06,13.22,0.95,**,G3III+F3V,-27.3276,0.010835,4.41,
HIP 95853,* iot Cyg,292.4264926137312,51.72977792205221,20.804,127.895,26.6363,0.1689,PM*,A5V,-19.5,2.0,3.755,
HIP 20070,* b Per,64.56092274545583,50.295493065878055,41.798,-53.997,8.5467,0.2335,SB*,A1III,8.78,4.45,4.594,
HIP 16228,HD  21291,52.2672203734,59.940333656830006,-2.751,-1.066,1.0527,0.1311,s*b,B9Ia,0.18,1.52,4.22,
HIP 19167,* lam Per,61.64601078927791,50.35126150659166,-13.232,-36.319,7.5259,0.1142,*,A0IVn,6.1,2.0,4.29,
HIP 20354,* d Per,65.3881926825,46.49887912276,21.659,-35.177,6.8802,0.1353,bC*,B4IV,7.3,0.9,4.812,
HIP 6692,* psi Cas,21.483429973130832,68.13001379715332,74.122,26.31,16.2403,0.1061,PM*,K0III-IIIbCN0.5,-12.37,0.00491,4.727,
HIP 14382,* k Per,46.38504794668,56.70571881232,-12.96,69.781,15.1897,0.0982,PM*,G9+IIIb,-45.65,0.17,4.766,
HIP 16244,*  34 Per,52.34187290056292,49.50895295100028,23.542,-29.923,5.7184,0.2286,*,B3V,-3.5,0.9,4.735,
HIP 6686,* del Cas,21.45396446208333,60.23528402972222,296.57,-49.22,32.81,0.14,EB*,A5IV,6.7,1.78,2.68,NAME Ruchbah
HIP 2599,* kap Cas,8.249966181752502,62.93178142392444,3.126,-1.835,1.0644,0.1627,s*b,BC0.7Ia,0.3,0.8,4.16,
HIP 115590,*   4 Cas,351.2094267145825,62.28281016386695,11.356,-11.205,3.8933,0.1326,*,M1/3,-38.98,0.13,4.955,
HIP 101138,* ome01 Cyg,307.51475394137,48.95156682478001,10.058,6.873,2.5459,0.081,Pu*,B2.5IV,-21.9,2.0,4.936,
HIP 99639,*  30 Cyg,303.32522443319,46.815675264430006,13.597,-1.396,5.1207,0.0725,*,A5IIIn,-26.0,3.7,4.819,
HIP 7294,* chi Cas,23.48283948896,59.23205391431,-44.188,-18.538,16.2553,0.095,*,G9IIIb,7.027,0.0376,4.681,
HIP 4292,* ups01 Cas,13.75064876158,58.97269920721,-31.2,-44.986,9.062,0.107,PM*,K2III,-22.36,0.19,4.82,
HIP 4422,* ups02 Cas,14.16627144337,59.18105702418999,-92.611,-45.397,16.6465,0.0859,Pe*,G8.5IIIbFe-0.5,-47.941,0.0007,4.622,
HIP 114104,*   1 Cas,346.6534074061571,59.41975982112528,5.882,-2.524,2.2684,0.0889,*,B0.5III,-9.1,0.9,4.84,
HIP 110991,* del Cep,337.29276110013086,58.41519378156944,14.56,3.238,3.5551,0.1475,cC*,F5Iab:+B7-8,-21.1548,0.0578,3.75,
HIP 12777,* tet Per,41.04994423087624,49.228448519215,334.708,-89.251,89.685,0.1638,PM*,F8V,24.394,0.0013,4.11,
HIP 117863,* rho Cas,358.59596887605,57.499381871500006,-4.699,-3.112,0.947,0.2021,LP*,G2_0,-55.15,3.87,4.59,
HIP 115990,V* AR Cas,352.5080859874299,58.548920051420005,17.957,4.441,4.8857,0.1116,SB*,B3V,-15.9,0.9,4.886,
HIP 117301,* tau Cas,356.76439327339,58.65199103572999,60.379,56.828,18.7789,0.0802,PM*,K1-IIIa,-20.0054,0.004492,4.873,
HIP 104194,* f02 Cyg,316.6503893069042,47.64840339003084,6.076,-1.863,2.5324,0.1242,*,K4Ib-IIa,-26.32,0.21,4.514,
HIP 15648,* l Per,50.36066150050001,43.32965086794,-61.008,-0.964,20.9522,0.1086,PM*,A3V,-12.59,0.45,4.946,
HIP 11313,*  65 And,36.40592906717001,50.27862870409,24.289,-14.483,7.6317,0.1467,*,K4.5III,-4.93,0.2,4.71,
HIP 100453,* gam Cyg,305.55709098208337,40.25667915638889,2.39,-0.91,1.78,0.27,*,F8Ib,-5.906,0.0006,2.23,NAME Sadr
HIP 14817,* ome Per,47.82242490244833,39.61158091384389,-24.565,4.419,10.546,0.124,*,K0III,6.6,0.13,4.607,NAME Gorgonea Quarta
HIP 10340,* b And,33.3055091634783,44.2316466494814,-20.9,-14.46,5.2634,0.2576,SB*,K4-III:,-48.0,0.3,4.826,
